"","yeard","M_GDP","M_GDP_R","M_GDP_R_GR","M_TFP_GR","M_CPI","M_MARKET_RATE","M_BOND_RATE","M_WAGE","M_POP","M_POP_0_14","M_POP_15_44","M_POP_45_64","M_POP_65_74","M_POP_75_o","M_POP_40_64","M_POP_65o","F_PTAX_IW","F_WEA_IW","F_WTAX_IW","F_REV_IW","F_SHI_IW","F_RT_IW","F_FI","F_FI_NR","F_XTAX_IW","F_STAX_IW","F_SHL_IW","F_TAX_IW","F_HJK_FI","F_WEA_FI","F_GBG_FI","F_SNT_FI","F_ZSX_FI","F_SHI_FI","F_KTS_FI","F_ZKJ_FI","F_TTG_FI","F_RBR_FI","F_RT_FI","F_FO","F_FO_NR","F_SHS_FI","F_SNS_FI","F_PRB","F_SSM","F_DLT","F_SAINYU_RGDP","F_STAX_IW_RGDP","F_XTAX_IW_RGDP","F_SHL_IW_RGDP","F_SSR_IW_RGDP","F_KOS_RGDP","F_SAISYUTU_RGDP","F_MED_","F_KAG","F_MEK_RGDP","F_NK_RGDP","F_NKF","F_KKF","F_MKF","F_SNJ_FI_RGDP","F_RBR_FI_RGDP","F_FI_RGDP","F_FO_RGDP","F_TSN_RGDP","F_PRB_RGDP","F_SHS_FI_RGDP","F_XTAX_R","F_PRB.1","H_HM_EXP_0_14","H_HM_EXP_15_44","H_HM_EXP_45_64","H_HM_EXP_65_74","H_HM_EXP_75_o","H_HM_EXP_SHAKAI","H_HM_EXP_KOKUMIN","H_HC_CER_Rate_40_64","H_HC_CER_Rate_65_74","H_HC_CER_Rate_75_o","H_HC_EXP_SHISETU","H_HC_EXP_KYOTAKU","H_HC_EXP_TIIKI","H_HC_BEN_Rate","H_HC_SHISETU_Rate","H_HC_KYOTAKU_Rate","H_HC_TIIKI_Rate","H_HC_ELA_SHISETU","H_HC_ELA_KYOTAKU","H_HC_ELA_TIIKI","H_RUR","H_HM_EXP","H_HM_EXP_pub","H_HM_EXP_pre","H_HM_EXP_PC_0_14","H_HM_EXP_PC_15_44","H_HM_EXP_PC_45_64","H_HM_EXP_PC_65_74","H_HM_EXP_PC_75_o","H_HM_ad_rate","H_HC_EXP","H_HC_EXP_pub","H_HC_EXP_pre","H_HC_POP_40_64","H_HC_POP_65_74","H_HC_POP_75_o","H_HC_POP","H_HC_POP_D","H_HC_POP_D_SHISETU","H_HC_POP_D_KYOTAKU","H_HC_POP_D_TIIKI","H_HC_EXP_SHISETU_PC","H_HC_EXP_KYOTAKU_PC","H_HC_EXP_TIIKI_PC","H_HC_ad_rate","H_HM_POP_KOUKI","H_HM_POP_KOKUHO","H_HM_POP_KENPO","H_HM_POP_KUMIAI","H_HM_POP_KYOSAI","H_HM_POP_ins","H_HM_EXP_KUMIAI_fix","H_HM_EXP_pre_per_GDP","H_HM_EXP_pre_GDP","H_HM_EXP_pre_def","H_HM_EXP_pat","H_HM_EXP_rud_rate","H_HC_EXP_rud_rate","P_EXCEPT_LIAB","P_REXCEPT_LIAB","P_KENSHO_EXCEPT_LIAB_KOKU","P_KENSHO_EXP_KOKU_KISO","P_KENSHO_LIAB_KOKU","P_KENSHO_EXP_KISO","P_PREMIUM","P_TOVER","P_MACROR_WORK","P_MACROR_KISO","P_MACROR","P_NPOP_JUKYU_KISO","P_RWAGE","P_EXP_KOKU","P_GRA_KOKU","P_NEXP_KOKU","P_NPOP","P_EXP_KISO","P_NPOP_ICHI","P_NPOP_NI","P_NPOP_SAN","P_RNOHU","P_EXP_KOSEI","P_GRA_KOSEI","P_EXP_KOKKA","P_GRA_KOKKA","P_EXP_CHIHOU","P_EXP_CHIHOU_TAISHOKU","P_EXP_CHIHOU_SHOGAI","P_EXP_CHIHOU_IZOKU","P_GRA_CHIHOU","P_EXP_SHIGAKU","P_EXP_SHIGAKU_TAISHOKU","P_EXP_SHIGAKU_SHOGAI","P_EXP_SHIGAKU_IZOKU","P_GRA_SHIGAKU","P_NEXP_WORK","P_NPOP_65O","P_NPOP_JUKYU_KOSEI","P_NPOP_JUKYU_KOKKA","P_NPOP_JUKYU_CHIHOU","P_NPOP_JUKYU_SHIGAKU","P_NPOP_JUKYU_WORK","P_NPOP_JUKYU_P","P_EXP_KOKU_KISO","P_EXP_WORK_KISO","P_GRA_WORK","P_REV_KOKU","P_MPRE_KOKU","P_REV_KOKKA_KAKE","P_REV_CHIHOU_KAKE","P_REV_KOKKA","P_REV_CHIHOU","P_REV_SHIGAKU","P_REV_KOSEI","P_REV_WORK","P_RPRE_KOSEI","P_INCOME_KOKU","P_INCOME_WORK","P_LIAB_KOKU","P_LIAB_WORK","P_AEXP_KOKU","P_AEXP_WORK","P_BA_KOKU","P_BA_WORK","P_RESERVE_KOKU","P_RESERVE_WORK","P_INVEST","P_REV_OTH_KOKU","P_REV_OTH_WORK","P_RNWAGE","P_REWARD_KOSEI","P_REWARD_KOKKA","P_REWARD_CHIHOU","P_REWARD_SHIGAKU","P_REWARD","P_EXP_OTH_KOKU","P_EXP_OTH_WORK","P_AREV_KOKU","P_AREV_WORK","P_R_NWAGE","P_RNWAGE_H16","P_NPOP_NI_KOSEI","P_NPOP_NI_KOKKA","P_NPOP_NI_CHIHOU","P_NPOP_NI_SHIGAKU","P_NPOP_SAN_KOSEI","P_NPOP_SAN_KOKKA","P_NPOP_SAN_CHIHOU","P_NPOP_SAN_SHIGAKU","P_RNPOP_P","P_ARNPOP_P","P_RMENJO","P_R_OTH_WORK","P_KENSHO_REV_OTH_WORK","P_KENSHO_REV_WORK","P_R_OTH_KOKU","P_KENSHO_REV_OTH_KOKU","P_KENSHO_REV_KOKU","one","P_NPOP_ICHI_SANTEI","P_WAGE_R","zero","nas","H_HM_pat_rates","DMY_F_DLT_MID","F_PRB_FIX_RGDP","M_CPI_GR_T","M_CPI_GR","M_PGDP","M_PGDP_GR_T","M_PGDP_GR","M_WAGE_GR_T","M_WAGE_GR","M_WAGE_R_GR_T","M_WAGE_R_GR","M_WAGE_R","M_POP_15_64","M_POP_15_64_GR_T","M_POP_15_64_GR","M_POP_GR_T","M_POP_GR","M_POP_65_o","M_GDP_R_GR_T","M_GDP_GR_T","M_GDP_GR","M_GDP_R_PC","M_GDP_R_PC_GR","M_GDP_PC","M_GDP_PC_GR","P_WAGE_GR_MACRO_WORK","P_WAGE_GR_MACRO_KISO","P_WAGE_WORK","P_WAGE_KISO","P_WAGE_A","P_ABA_KOKU","P_ABA_WORK","H_HM_EXP_social","H_HM_de_EXP_0_14","H_HM_de_EXP_15_44","H_HM_de_EXP_45_64","H_HM_de_EXP_65_74","H_HM_de_EXP_75_o","H_HM_POP_KOUKI_rate","H_HM_POP_KOKUHO_rate","H_HM_POP_KENPO_rate","H_HM_POP_KUMIAI_rate","H_HM_POP_KYOSAI_rate","H_HM_POP_KOKUHO_0_14","H_HM_POP_KOKUHO_15_44","H_HM_POP_KOKUHO_45_64","H_HM_POP_KOKUHO_65_74","H_HM_POP_KENPO_0_14","H_HM_POP_KENPO_15_44","H_HM_POP_KENPO_45_64","H_HM_POP_KENPO_65_74","H_HM_POP_KUMIAI_0_14","H_HM_POP_KUMIAI_15_44","H_HM_POP_KUMIAI_45_64","H_HM_POP_KUMIAI_65_74","H_HM_POP_KYOSAI_0_14","H_HM_POP_KYOSAI_15_44","H_HM_POP_KYOSAI_45_64","H_HM_POP_KYOSAI_65_74","H_HM_POP_ins_0_14","H_HM_POP_ins_15_44","H_HM_POP_ins_45_64","H_HM_POP_ins_65_74","H_HM_EXP_KOUKI_pub","H_HM_EXP_KOUKI_pre","H_HM_EXP_KOKUHO_0_14","H_HM_EXP_KOKUHO_15_44","H_HM_EXP_KOKUHO_45_64","H_HM_EXP_KOKUHO_65_74","H_HM_EXP_KOKUHO","H_HM_EXP_KOKUHO_pub","H_HM_EXP_KOKUHO_pre","H_HM_EXP_KENPO_0_14","H_HM_EXP_KENPO_15_44","H_HM_EXP_KENPO_45_64","H_HM_EXP_KENPO_65_74","H_HM_EXP_KENPO","H_HM_EXP_KENPO_pub","H_HM_EXP_KENPO_pre","H_HM_EXP_KUMIAI_0_14","H_HM_EXP_KUMIAI_15_44","H_HM_EXP_KUMIAI_45_64","H_HM_EXP_KUMIAI_65_74","H_HM_EXP_KUMIAI","H_HM_EXP_KUMIAI_pub","H_HM_EXP_KUMIAI_pre","H_HM_EXP_KYOSAI_0_14","H_HM_EXP_KYOSAI_15_44","H_HM_EXP_KYOSAI_45_64","H_HM_EXP_KYOSAI_65_74","H_HM_EXP_KYOSAI","H_HM_EXP_KYOSAI_pub","H_HM_EXP_KYOSAI_pre","H_HM_de_EXP","H_HC_de_EXP","F_SHS_FI_RGDP_RES","F_SNS_FI_RGDP","F_TAX_IW_RGDP","F_RT_IW_RGDP","F_PRB_PLUS_RT_IW","F_SSM_RGDP","F_RT_FI_RGDP","F_FB","F_FB_RGDP","F_PRB_b","M_GDP_RP","M_GDP_R_RP","M_GDP_PC_RP","M_GDP_R_PC_RP","M_PGDP_GR_RP","M_GDP_GR_RP","M_GDP_R_GR_RP","M_GDP_PC_GR_RP","M_GDP_R_PC_GR_RP","M_CPI_GR_RP","M_MARKET_RATE_RP","M_BOND_RATE_RP","F_FB_RP","F_PRB_RP","F_FI_RP","F_SHL_IW_RP","F_FO_RP","F_SNS_FI_RP","F_SHS_FI_RP","F_RT_FI_RP","F_SSM_RP","H_HM_de_EXP_RP","H_HM_EXP_pub_RP","H_HC_de_EXP_RP","H_HC_EXP_pub_RP","P_AREV_KOKU_RP","P_AREV_WORK_RP","P_AEXP_KOKU_RP","P_AEXP_WORK_RP","P_LIAB_KOKU_RP","P_LIAB_WORK_RP","P_RESERVE_KOKU_RP","P_RESERVE_WORK_RP"
"1",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.05,0.32,NA,NA,NA,0.83,0.19,0.74,0.07,1,2.35,1.66,NA,NA,NA,NA,141.47,107.79,272.82,660.58,1014.17,0.875008112628242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.497,1.334,2.72,NA,1473,3520,4488,2950,919,13350,0,0.0404085775029015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0.1175137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159424,98.91091258999,-2504.01166374693,NA,NA,NA,NA,NA,NA,0.110337078651685,0.263670411985019,0.336179775280899,0.220973782771536,0.0688389513108614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.05,0.32,NA,NA,NA,0.83,0.19,0.74,0.07,1,2.35,1.66,NA,NA,NA,NA,141.47,107.79,272.82,660.58,1014.17,0.875008112628242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.497,1.334,2.72,NA,1473,3520,4488,2950,919,13350,0,0.0404085775029015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0.1175137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159424,98.91091258999,-2504.01166374693,NA,NA,NA,NA,NA,NA,0.110337078651685,0.263670411985019,0.336179775280899,0.220973782771536,0.0688389513108614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.05,0.32,NA,NA,NA,0.83,0.19,0.74,0.07,1,2.35,1.66,NA,NA,NA,NA,141.47,107.79,272.82,660.58,1014.17,0.875008112628242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.497,1.334,2.72,NA,1473,3520,4488,2950,919,13350,0,0.0404085775029015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0.1175137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159424,98.91091258999,-2504.01166374693,NA,NA,NA,NA,NA,NA,0.110337078651685,0.263670411985019,0.336179775280899,0.220973782771536,0.0688389513108614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.05,0.32,NA,NA,NA,0.83,0.19,0.74,0.07,1,2.35,1.66,NA,NA,NA,NA,141.47,107.79,272.82,660.58,1014.17,0.875008112628242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.497,1.334,2.72,NA,1473,3520,4488,2950,919,13350,0,0.0404085775029015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0.1175137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159424,98.91091258999,-2504.01166374693,NA,NA,NA,NA,NA,NA,0.110337078651685,0.263670411985019,0.336179775280899,0.220973782771536,0.0688389513108614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.05,0.32,NA,NA,NA,0.83,0.19,0.74,0.07,1,2.35,1.66,NA,NA,NA,NA,141.47,107.79,272.82,660.58,1014.17,0.875008112628242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.497,1.334,2.72,NA,1473,3520,4488,2950,919,13350,0,0.0404085775029015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0.1175137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159424,98.91091258999,-2504.01166374693,NA,NA,NA,NA,NA,NA,0.110337078651685,0.263670411985019,0.336179775280899,0.220973782771536,0.0688389513108614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.05,0.32,NA,NA,NA,0.83,0.19,0.74,0.07,1,2.35,1.66,NA,NA,NA,NA,141.47,107.79,272.82,660.58,1014.17,0.875008112628242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.497,1.334,2.72,NA,1473,3520,4488,2950,919,13350,0,0.0404085775029015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0.1175137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159424,98.91091258999,-2504.01166374693,NA,NA,NA,NA,NA,NA,0.110337078651685,0.263670411985019,0.336179775280899,0.220973782771536,0.0688389513108614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1970,NA,NA,NA,NA,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.05,0.32,NA,NA,NA,0.83,0.19,0.74,0.07,1,2.35,1.66,NA,NA,NA,NA,141.47,107.79,272.82,660.58,1014.17,0.875008112628242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.497,1.334,2.72,NA,1473,3520,4488,2950,919,13350,0,0.0404085775029015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0.1175137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159424,98.91091258999,-2504.01166374693,NA,NA,NA,NA,NA,NA,0.110337078651685,0.263670411985019,0.336179775280899,0.220973782771536,0.0688389513108614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
